Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
26,2007-11-13,50.64598083496094,51.66504609402847,48.70490247943165,50.30629387791399,43830531
27,2007-11-14,49.98277282714844,52.24736387985777,49.723959788368916,51.535633508121585,36738579
28,2007-11-15,50.82392501831055,51.71358609524621,49.86955956242675,50.920977198805254,29242252
29,2007-11-16,50.468055725097656,51.61652545129008,49.88572952432617,50.59746008484893,18895294
30,2007-11-19,52.29591369628906,54.18846652716282,51.22832204191309,51.61653519444617,40716718
31,2007-11-20,51.48712921142578,53.54143855571067,50.856276824748555,52.08562940608123,26342171
32,2007-11-21,47.47554397583008,52.10177793181725,46.32707023995514,51.79444322711816,26814499
33,2007-11-22,45.84181594848633,48.882842542272904,43.85221129807327,46.974111777428554,34096185
34,2007-11-23,48.882850646972656,49.1740116022464,46.13298450426231,48.85049845462493,27664090
35,2007-11-26,49.27104949951172,50.694506058564414,48.882836467730044,50.694506058564414,20159123
36,2007-11-27,48.0578727722168,50.112181422665834,47.55642932298752,50.112181422665834,20573198
37,2007-11-28,47.34614181518555,49.33575046932399,47.022628783673774,49.10928959209522,16435311
38,2007-11-29,46.068267822265625,48.785776400459895,45.46976783834797,48.52696773127046,25530967
